SMILES,measured log(solubility:mol/L)
CC(C)C[C@H](C)OC(C)=O,-2.04
CC1=CC=CC(C(O)=O)=C1O,-2.04
CC1=CC=CC(O)=C1C(O)=O,-2.04
CC1=CC(O)=C(C=C1)C(O)=O,-2.04
Oc1c(OC)cc(C(O)=O)cc1,-2.05
CC1=CC(O)=C(C(O)=O)C(O)=C1,-2.05
CC(C)CC(C)OC(C)=O,-2.05
CC(CCCCCC)=O,-2.05
CNC1=CC=CC(C)=C1,-2.05
OC(=O)COC1=CC(Cl)=CC=C1,-2.05
C=CC1(C=C)C(=O)NC(=O)NC1=O,-2.06
CC(C)N1C(=O)NC(C)=C(Br)C1=O,-2.06
CCCC[C@H](C)[C@H](C)O,-2.06
OC(=O)C1=CC(=CC(=C1)C(O)=O)[N+]([O-])=O,-2.08
CC(O)CCCCCC,-2.09
CCCCCC[C@@H](C)O,-2.09
CCCCN(CCCC)N=O,-2.1
CCSCCSP(=O)(OCC)OCC,-2.11
CCCC[C@@H](CC)CO,-2.11
OC(=O)C1=CC=CC(O)=C1C(O)=O,-2.11
OC(=O)C1=CC=CC(C(O)=O)=C1O,-2.11
CC\C=C/CCOC(C)=O,-2.11
O=C(c(cccc1)c1C)O,-2.12
OC(=O)C1=CC=C(C(O)=O)C(Br)=C1,-2.13
CCOS(=O)(=O)C1=CC=CC=C1,-2.13
CCC(C)C\C(CC)=N\O,-2.13
CCCC[C@@H](CC)C=O,-2.13
NS(=O)(=O)C1=NN=C(NS(=O)(=O)C2=CC=C(Br)C=C2)S1,-2.13
CC(=O)OCSC1=NC=NC2=C1N=CN2,-2.14
O=C(c1cc(C)ccc1)O,-2.14
NC1=NC2=C(N=CN2COCCO)C(=O)N1,-2.14
NC1=NC(=O)C2=C(N1)N(COCCO)C=N2,-2.14
[#7]C1=NC2=C([NH0]=C[NH0]2COCCO)C(=O)N1,-2.14
O=C1NCCN1C(NCC(C)C)=O,-2.15
OC(=O)COC1=C(Cl)C=CC=C1Cl,-2.15
O=C(O)COc(cccc1)c1Cl,-2.16
FC1(F)Oc2cccc(C=O)c2O1,-2.16
CC(=O)NC1=CC=CC(=C1)N(=O)=O,-2.17
OC(=O)C1=CC=C(C=C1)C#N,-2.17
Nc1ccc(NCCO)c(c1)[N+]([O-])=O,-2.19
CC(=O)Oc1ccccc1[N+]([O-])=O,-2.19
OCC(CC)CCCC,-2.19
CCCCc1[nH]c(Cl)c(C=O)n1,-2.2
NS(=O)(=O)C1=NN=C(NS(=O)(=O)C2=CC=C(I)C=C2)S1,-2.2
CCCCC(C)CCO,-2.21
Fc1cccc2CC(=O)Nc12,-2.23
SC(=O)CCCCCCC(S)=O,-2.24
OC(=S)CCCCCCC(O)=S,-2.24
O=C1C=CNC2=CC=CN=C12,-2.24
CCC1(CC)C(=O)NC(=S)NC1=O,-2.245
COc1ccc(OC)cc1,-2.25
CCC(C)CCCCO,-2.26
OC(=O)C(=O)NC1=CC=C(Cl)C=C1Cl,-2.28
CONC(=O)C1=CC=C(C=C1)[N+]([O-])=O,-2.28
CCCC(C)CCCO,-2.28
CC(=O)NC1=CC=CC(Cl)=C1,-2.28
CC(C)C(=O)OCC(C)C,-2.28
OC(=O)C1=CC(C(O)=O)=C(O)C=C1,-2.28
O=C(O)COc1ccc(Cl)cc1,-2.29
CC1=NC2=C(N=C1C)C(=O)NC=N2,-2.29
NNC(=O)C1=CC=C(C=C1)C(=O)NN,-2.29
CCCCSS(=O)CCCC,-2.29
CCCCCCCC(O)=O,-2.3
CC(C)CCCCCO,-2.3
CC\C(C)=C(/CC(O)=O)C(O)=O,-2.3
CCCCCC(OCC)=O,-2.31
CSC1=NN=C(C(=O)N1N)C(C)(C)C,-2.31
C\C(S\C(C)=C\C(O)=O)=C/C(O)=O,-2.31
CC(=C)C(=O)OC(C)(C)C,-2.32
CCC\C=C(\CC)C=O,-2.33
OC(=O)[C@H]1CC[C@@H](CC1)C(O)=O,-2.33
CCOP(=S)(Oc1c[n]cc[n]1)OCC,-2.34
COc1ccc(C)cc1,-2.34
[#6]COP(=S)(OC[#6])OC1=C[NH0]=CC=[NH0]1,-2.34
C#Cc1ccccc1,-2.35
CC1=C(C=C(C=C1N(=O)=O)N(=O)=O)C(N)=O,-2.35
OC(=O)COC1=CC(Cl)=CC(Cl)=C1,-2.36
CCCCCCCC=O,-2.36
CNC(=O)O\N=C\C1(C)SCC(C)S1,-2.37
CCOP(=O)(OCC)OC1=NNC(C)=C1,-2.37
OC(=O)CCCCC1CCSS1,-2.38
OC(=O)CNC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,-2.39
CCC\C=C(/CC)C=O,-2.395
CCCCCC(C)CO,-2.395
CC(=C)C(=O)OCCCC,-2.395
OC1=C2N=NC=CC2=CC=C1,-2.41
CNC(=O)NC1=CC(Cl)=CC=C1,-2.41
CC(=O)Oc1ccc(Br)cc1,-2.42
NC(=N)NC1=NC2=C(S1)C=CC=C2,-2.44
OC(=O)C1=C(O)C(C=O)=CC=C1,-2.44
[#7]\C([#7])=N\C1=[NH0]C2=CC=CC=C2[SH0]1,-2.44
NC(N)=Nc1sc2ccccc2n1,-2.44
COc1cc(C=O)cc(c1O)[N+]([O-])=O,-2.45
CCCC(=O)OCCCC,-2.46
CC(OCCCCCC)=O,-2.46
N#CCC1=CC=CC=C1,-2.465
NC1=NC(=O)N(N1)C1=CC=CC=C1,-2.47
[O-][N+](=O)c1cc(ccc1C#N)C(F)(F)F,-2.47
ClC1=CC2=C(COC2=O)C=C1,-2.48
NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,-2.483333333
CCCC(C)C(=O)OCC,-2.49
CCOP(=O)(SCCC)SCCC,-2.51
NC(N)=NC1=NC(CSCC\C(N)=N\S(N)(=O)=O)=CS1,-2.53
CCS(=O)(=O)CCSP(=S)(OCC)OCC,-2.54
CC(=O)OC1=CC=C(C=C1)[N+]([O-])=O,-2.54
CCC(=O)OCCC(C)C,-2.54
CC(=O)OCN1N=CC2=C1N=CNC2=O,-2.56
CC(=O)OCN1N=CC2=C(O)N=CN=C12,-2.56
O=C1COC2=CC=CC=C2N1,-2.57
CNc1[n]c([n]c(NC(C)C)[n]1)SC,-2.57
[#6]NC1=[NH0]C(NC([#6])[#6])=[NH0]C(S[#6])=[NH0]1,-2.57
CC(Nc1ccc(N(=O)=O)cc1)=O,-2.57
C=COC1CCCCC1,-2.58
Fc1cc(Cl)ccc1CC#N,-2.59
Cc1ccc(C(O)=O)cc1,-2.6
NNC1=NN=CC2=C1C=CC=C2,-2.6
OC(=O)COc1c(Cl)c(Cl)ccc1Cl,-2.62
NC(OCCCCCCC)=O,-2.62
OC(=O)COC1=C(Cl)C=CC(Cl)=C1,-2.62
OC(=O)C1=CC(=CC=C1)C#N,-2.63
OC(=O)C1=CC(C=O)=CC=C1O,-2.64
BrC1=CC2=C(COC2=O)C=C1,-2.65
[O-][N+](=O)C1=CC2=C(COC2=O)C=C1,-2.65
CCC(C)COC(=O)C=C,-2.65
C=COCCCCOC=C,-2.65
N\C(CCSCc1csc(\N=C(\N)N)n1)=N\S(=O)(N)=O,-2.65
NC(=O)NC1=CC=CC(=C1)C(F)(F)F,-2.66
COc1ccc(cc1[N+]([O-])=O)C(O)=O,-2.66
CC(C)(\N=N\C(C)(C)C#N)C#N,-2.67
COc1ccc(OC)c(Cl)c1,-2.67
COc1ccc(cc1)C(O)=O,-2.675
OC(=S)COC1=C(Cl)C=C(Cl)C=C1,-2.68
OC(=O)COc1cc(Cl)c(Cl)cc1,-2.68
CSC1=NC(=NC(=N1)N(C)C)N(C)C,-2.68
CCNC1=NC(SC)=NC(NCC)=N1,-2.68
NS(=O)(=O)C1=CC2=C(N[C@@H](NS2(=O)=O)C(Cl)Cl)C=C1Cl,-2.68
Clc1c(OCC(O)=O)ccc(Cl)c1,-2.68
NC(c(cccc1)c1C(N)=O)=O,-2.68
COc1ccccc1C,-2.69
NC(=O)N(CCO)\N=C\C1=CC=C(O1)N(=O)=O,-2.69
OCN1C(=O)OC2=CC=C(Cl)C=C12,-2.7
O=C1NC(=O)C2(CCCC2)C(=O)N1,-2.705
CC(C)(N=NC(C)(C)C#N)C#N,-2.71
CC(=O)NC1=CC=CC(Br)=C1,-2.73
Clc(c(C)cc(O)c1)c1C,-2.735
O=C1Nc2ccccc2C(=O)O1,-2.74
CCCCCCCCN,-2.75
NS(=O)(=O)c1cc(c(cc1)SCCO)[N+]([O-])=O,-2.75
COc1ccc2NC(=S)Nc2c1,-2.75
NC(=N)NC1=NC2=C(O1)C=CC=C2,-2.76
Cc1ccc(cc1[N+]([O-])=O)[S](C)(=O)=O,-2.76
CC1=CC(C(O)=O)=C(O)C=C1,-2.76
CCC1=CC=CC=C1[N+]([O-])=O,-2.8
OC(=O)COc1cccc(Cl)c1Cl,-2.81
CCC(=O)N1N=CC2=C1N=CNC2=O,-2.81
OC1=[NH0]C2=CC=CC=C2[NH0]=C1O,-2.81
CCC(=O)N1N=CC2=C(O)N=CN=C12,-2.81
O=C1NC2=CC=CC=C2NC1=O,-2.81
Cc1cc(C)ccc1,-2.82
O=Cc1ccc(cc1)C=O,-2.83
CC(Nc1ccc(Cl)cc1)=O,-2.84
NC(CSCCSCC(N)C(O)=O)C(O)=O,-2.85
Cc1ccc(cc1[N+]([O-])=O)C(O)=O,-2.85
COC1=CC(C=O)=CC(Cl)=C1O,-2.87
NC1=CC=C(C=C1)S(=O)(=O)NC1=NN=CS1,-2.87
CN(O)C(=O)C1=CC=C(C=C1)[N+]([O-])=O,-2.87
COC(=O)C1=CC(Cl)=C(O)C=C1,-2.87
NC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,-2.87
CNc(cccc1)c1C(O)=O,-2.88
CC(=O)Nc1ccc(cc1)[S](Cl)(=O)=O,-2.88
CSC(CCC(SC)C(O)=O)C(O)=O,-2.89
CC1OC(C)OC(C)OC(C)O1,-2.9
NS(=O)(=O)C1=NN=C(NS(=O)(=O)C2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)S1,-2.91
NS(=O)(=O)C1=NN=C(NS(=O)(=O)C2=CC=CC=C2)S1,-2.92
OC(=O)Cc1ccc(Cl)cc1Cl,-2.92
Cc1ccc(C(N)=O)c(O)c1,-2.92
O=C1NC(=O)C2C=CC=CC12,-2.93
OC(=O)C1CCC(=CC1)C(O)=O,-2.93
O=C1NC(=O)[C@@H]2C=CC=C[C@H]12,-2.93
ClC(Cl)C(N2)Nc1cc(Cl)c(S(N)(=O)=O)cc1S2(=O)=O,-2.93
CCN(\N=C\C1=CC=C(O1)N(=O)=O)C(N)=O,-2.94
OC(=O)COC1=CC(Cl)=C(Cl)C(Cl)=C1,-2.94
[O-][N+](=O)c1cccc(C#N)c1C#N,-2.94
CCOC(=O)NC1=C2N=CN=C2N=CN1,-2.94
O=C(O)COc(cc(Cl)c(Cl)c1)c1Cl,-2.96
COC1=C(O)C(OC)=C(Cl)C=C1Cl,-2.96
OC(=S)COC1=C(Cl)C=C(Cl)C(Cl)=C1,-2.96
Clc1ccc2CC(=O)Nc2c1,-2.97
C\1C\C=C/CC\C=C1,-2.97
CC1=CC(O)=C(Cl)C(C)=C1Cl,-2.98
OC(=O)COC1=C(Cl)C(Cl)=CC(Cl)=C1,-3
[O-][N+](=O)C1=CC=C(N2CC2)C(=C1)[N+]([O-])=O,-3
Cc1cccc(c1C)[N+]([O-])=O,-3
CC1=C(Br)C=CC(NC(N)=O)=C1,-3
c1cccc2[s]ccc21,-3.01
COc1cc(Cl)c(OC)cc1N,-3.01
CCCCCCCC[P](O)(O)=O,-3.01
CC(Nc1ccc(Br)cc1)=O,-3.016666667
COC(=O)C1=CC=C(C=C1)[N+]([O-])=O,-3.04
CC(C)(C)OOC(C)(C)C,-3.045
COS(=O)(=O)C1=CC=C(C=C1)C(O)=O,-3.05
CC1=C(N2C(SC1)C(N)C2=O)C(O)=O,-3.05
OCC1=C(C=C2OCOC2=C1)[N+]([O-])=O,-3.06
OCC1=C2OCOC2=CC=C1N(=O)=O,-3.06
Cc1ccc(c(C)c1)[N+]([O-])=O,-3.06
CC/C=C/CCOC(=O)OC,-3.07
O=C(O)Cc(c(Cl)ccc1Cl)c1Cl,-3.08
Cc1ccccc1CCl,-3.08
OC(=O)COC1=C(Cl)C(Cl)=C(Cl)C=C1,-3.1
O=C1NC(=O)C2=C(N1)C=CC=C2,-3.1
O=C2NC(c1ccccc12)=O,-3.11
CC1=C(Cl)C=C(C(O)=O)C(O)=C1,-3.12
COC1=CC(=C(OC)C=C1)[N+]([O-])=O,-3.12
NC(CCSSCCC(N)C(O)=O)C(O)=O,-3.12
OC(=O)COc1c(Cl)cc(Cl)cc1Cl,-3.12
CC(=O)NS(=O)(=O)C1CCC(N)CC1,-3.13
S=C=NCc1ccccc1,-3.14
Cc1cccc2NC(=S)Nc12,-3.14
NC(=O)N\N=C\C=C\C1=CC=C(O1)[N+]([O-])=O,-3.14
CSc1[n]c2ccccc2[s]1,-3.16
COC(=O)C1=CC(Br)=C(O)C=C1,-3.16
[#6]SC1=[NH0]C2=CC=CC=C2[SH0]1,-3.16
OC(=O)c1cc(ccc1)C(O)=O,-3.165
COc1cc(c(OC)cc1Cl)[N+]([O-])=O,-3.18
Cc1ccc(cc1C)[N+]([O-])=O,-3.18
S=C=NC1=CC=CC(=C1)C#N,-3.19
CCCCNC(=O)OCC#CI,-3.2
O=C1NC(=O)C2=C(N1)C(=CC(=C2)N(=O)=O)N(=O)=O,-3.21
IC1=CC2=C(COC2=O)C=C1,-3.21
CCOC1=C(N)C=C(C=C1)[N+]([O-])=O,-3.21
OC(=O)C1=C(Cl)C(Cl)=C(C(O)=O)C(Cl)=C1Cl,-3.24
OC(=O)C1=CC(=CC=C1)N=C=S,-3.25
CC(=O)NC1=CC(Cl)=C(Cl)C=C1,-3.25
COC(c1c(Cl)c(N)cc(Cl)c1)=O,-3.26
C1CN(CCO1)SSN2CCOCC2,-3.26
COC(=O)C1=CC(I)=C(O)C=C1,-3.31
CCCCI.CCC(C)I,-3.31
[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O,-3.31
CN1C=NC2=C1C(=S)N(C)C(=O)N2C,-3.32
C=CC1CC=CCC1,-3.34
ClC(Cl)C(=O)NC1=CC=CC=C1,-3.36
O=C1NCCN1\N=C\C1=CC=C(O1)N(=O)=O,-3.36
CC1=NC2=C(C=C(Cl)C=C2)S(=O)(=O)N1,-3.36
S=C(SCC(Cl)=C)N(CC)CC,-3.39
CCNC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,-3.41
COC1=C(O)C(OC)=C(Cl)C(Cl)=C1Cl,-3.41
CCOC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-3.41
OC(=O)COC1=C(Cl)C(Cl)=C(Cl)C=C1Cl,-3.41
COC1=CC(Cl)=C(Cl)C=C1OC,-3.46
O=C(N2)N(CC2=O)N=Cc1ccc(N(=O)=O)o1,-3.465
CC(Nc(cc1)ccc1I)=O,-3.485
CC(C)=CC=C(C)C,-3.54
CC(C)=CCC(C)=C,-3.54
[O-][N+](=O)C1=CC=C(O1)\C=N/N1CC(=O)NC1=O,-3.545
FC(F)(F)C1=NC2=C(N1)C=CC(Cl)=C2Cl,-3.57
COC1=CC=CC(=C1)N=C=S,-3.57
CC1=NS(=O)(=O)C2=CC(Cl)=CC=C2N1,-3.6
COC1=CC=C(C=C1)N=C=S,-3.6
CCOP(=S)(OCC)OCCSCC,-3.63
COP1(=S)OCc2ccccc2O1,-3.635
C#CCCCCCC,-3.66
CCOP(=O)(OCC)\N=C1/SCC(C)S1,-3.67
CCC1=CC=CC=C1Br,-3.67
CCOP(=O)(OCC)N=C1SCC(C)S1,-3.67
CCOP(=O)(OCC)\N=C1\SCC(C)S1,-3.67
CCNc1nc(NC(C)C)nc(Cl)n1,-3.67
BrCCC1=CC=CC=C1,-3.68
CCN(C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,-3.7
NS(=O)(=O)C1CC2C(CC1C(F)(F)F)NCNS2(=O)=O,-3.73
O=C1OCCN1\N=C\C1=CC=C(O1)N(=O)=O,-3.75
OC(=O)COC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-3.75
S=P(OC)(OC)Oc1ccc(N(=O)=O)cc1,-3.76
C1CCC\C=C/CC1,-3.77
BrC1=CC=C(CN=C=S)C=C1,-3.82
CC1=CC=CC(=C1)N=C=S,-3.85
COP(=S)(Oc1cc(Cl)c(cc1)[N+]([O-])=O)OC,-3.87
[#6]CNC1=[NH0]C(Cl)=[NH0]C(NC([#6])[#6])=[NH0]1,-3.89
CCCCC(CCl)CC,-3.925
NC(=S)N\N=C\C=C\C1=CC=C(O1)[N+]([O-])=O,-3.93
COC(=O)COc1nc(F)c(Cl)c(N)c1Cl,-3.95
OC(=O)C1=CC=C(C=C1)N=C=S,-3.98
CCCOC(=O)CCOCC,-4.02
C=CCCCCC=C,-4.02
CCOP(=S)(OCC)OP(=S)(OCC)OCC,-4.03
ClC(=O)c1ccc(cc1)C(Cl)=O,-4.03
NS(=O)(=O)C1CC2C(CC1Cl)NC(NS2(=O)=O)C(Cl)Cl,-4.09
OC(=O)C1=CC=C(C=C1)C(O)=O,-4.115
S=P(OCC)(OCC)SCCSCC,-4.135
[O-][N+](=O)OCCCCCCCCO[N+]([O-])=O,-4.14
CCCCC(CC)CO[N+]([O-])=O,-4.15
C[C@H]1CCCC[C@H]1C,-4.27
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-4.29
C[C@@H]1CCCC[C@H]1C,-4.33
CCCCCCC(CO[N+]([O-])=O)O[N+]([O-])=O,-4.33
C[C@H]1CCCC[C@@H]1C,-4.33
COC1=CC(Cl)=C(Cl)C(Cl)=C1OC,-4.37
COc1cc(Cl)c(cc1Cl)OC,-4.41
CSC(=O)C1=C2SN=NC2=CC=C1,-4.44
[#6]SC(=O)C1=C2[SH0][NH0]=[NH0]C2=CC=C1,-4.44
CCOC1OC(CON(=O)=O)C(ON(=O)=O)C(ON(=O)=O)C1ON(=O)=O,-4.46
CC(C)CCCC=C,-4.46
C[C@H]1CC[C@H](C)CC1,-4.47
C[C@H]1CC[C@@H](C)CC1,-4.47
CC1(CC(C)CC1)C,-4.48
C[C@@H]1CCC(C)(C)C1,-4.48
C[C@H]1CCC(C)(C)C1,-4.48
COP(OC)(Oc1c(Cl)cc(N(=O)=O)cc1)=S,-4.495
CCNC1=NC(=O)N=C(NC(C)C)N1,-4.52
[#6]CNC1=[NH0]C(NC([#6])[#6])=[NH0]C(O)=[NH0]1,-4.52
CCNC1=NC(=O)NC(NC(C)C)=N1,-4.52
Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl,-4.55
Brc1ccc(Br)c(C=C)c1,-4.58
CCC=C.C\C=C\C,-4.67
CC[C@H](C)C(C)(C)C,-4.68
CC(=C)CC(C)(C)C,-4.69
CC(C(C)C)C(C)C,-4.7
S=C=NC1=CC(=CC=C1)N=C=S,-4.7
CC1=CC=C(C=C1)N=C=S,-4.72
S=P(OC)(OC)Oc(cc(Cl)c(Cl)c1)c1Cl,-4.8075
CCC(C)C(C)(C)C,-4.82
CCCCCCCCCl,-4.825
CC(C)(C)C(C)(C)C,-4.87
CC(C)CCC(C)C,-4.92
CCC(C)CC(C)C,-4.95
COC(=O)c1sc(N)c(C#N)c1C,-4.99
CCCC(C)(C)CC,-5
O=C1OCc2c1c(Cl)c(Cl)c(Cl)c2Cl,-5.04
CCC(C)(C)C(C)C,-5.06
CCCC(C)C(C)C,-5.08
CCC(CC)C(C)C,-5.08
CCCC(C)CCC,-5.13
CCC(C)(CC)CC,-5.14
CCCC(CC)CC,-5.15
CCCC[C@@H](C)CC,-5.16
CCC(C)C(C)CC,-5.16
COC1=C(OC)C(Cl)=C(Cl)C(Cl)=C1Cl,-5.24
CCCCC(C)(C)C,-5.32
Clc1c2c(nccn2)c(Cl)c(Cl)c1Cl,-5.43
NC(N)=NC1NC(CSCCC(N)=NS(N)(=O)=O)CS1,-5.46
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,-5.495
ICC1CCC(CI)CC1,-5.75
S=P(OC)(OC)Oc1c(Cl)cc(I)c(Cl)c1,-5.965
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,-7.19
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,-7.4
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,-7.6
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-7.64
CC1=C[N+]([O-])=CC(C)=C1,0.91
[#6]C1=C[NH0+]([O-])=CC([#6])=C1,0.91
CC1(CCCC1=O)C#N,0.91
NNCC1=CC=CC=C1,0.91
OCC1=CC(O)=CC=C1O,0.85
C=CC(=O)N1CCOCC1,0.85
OCC1CN2CCN1CC2,0.85
OCCCCOC(=O)C=C,0.84
CCC1(CO)COCOC1,0.84
CN(CCCN)CCCN,0.84
COC(C)COCC(C)O,0.83
CCC(O)OCCCOC,0.83
CCOCCOCCOC,0.83
COC(C)COC(C)CO,0.83
COC(=O)C1CN(C)C(=O)C1,0.8
COC(=O)[C@@H]1CN(C)C(=O)C1,0.8
COCCOCCOCCO,0.79
ClCCCN1CCOCC1,0.79
OC1=C2N=CSC2=CC=C1,0.76
COC1OC(CO)C(O)C(O)C1O,0.75
OC(=O)c1cc(ccc1O)[S](O)(=O)=O,0.66
C/C(=C\C(=O)NC)/OP(=O)(OC)OC,0.65
CNC(=O)\C=C(\C)OP(=O)(OC)OC,0.65
COC(=O)C(\C)=C/OP(=O)(OC)OC,0.65
CC1=CC=C(C=C1)S(O)(=O)=O,0.56
CNCC(O)C(O)C(O)C(O)CO,0.56
COC(=O)\C=C(/C)OP(=O)(OC)OC,0.54
CCOC(=O)C(=O)C(=O)OCC,0.51
CCC1=NC=CC=C1,0.51
CC1=C(C=C(C=C1)N(=O)=O)S(O)(=O)=O,0.49
[#6]C1=CC([#6])=[NH0]C=C1,0.48
[O-][S](=O)(=O)CCC[NH+]1CCOCC1,0.46
CC(C)C(N)C(=O)NCC(O)=O,0.46
CC(C)C(NC(=O)CN)C(O)=O,0.46
CCCCC(C(O)=O)C(O)=O,0.44
CCc1nccnc1C,0.44
COC(=O)C(\C)=C\OP(=O)(OC)OC,0.43
COC(O)\C=C(/C)OP(O)(OC)OC,0.43
CCc1cc[n]cc1,0.415
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.41
CCCOP(=O)(OCC)OCC,0.41
OC(=O)C1=C(C=CC=C1)S(O)(=O)=O,0.39
OCC(O)C(O)C1OC(=O)C(O)C1O,0.39
OCC(O)C(O)C(O)C(O)C(O)CO,0.37
COC(C)(C)CC(C)=O,0.33
Cc1cc(C)ncc1,0.326666667
NCC1=CC=C(C=C1)S(N)(=O)=O,0.32
CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.3
NC(=O)C1CCCC(N1)C(N)=O,0.29
CC1=C(O)C=CC=C1O,0.26
Cc(cccn1)c1C,0.235
CN(C)CCOC(=O)C=C,0.22
NC(=O)\N=C\C(O)C(O)C(O)C(O)CO,0.2
CC(CCC(O)=O)CC(O)=O,0.19
[#6]C1=C[NH0]=C([#6])C=C1,0.19
Cc1ccc(C)nc1,0.185
CCC(CC)(CO)CO,0.18
OC1CC(O)(CC(O)C1O)C(O)=O,0.18
O=C1NC(=O)C2CCCC12,0.16
CC1=CC(C)=NC(=N1)C(N)=O,0.12
[#6]C1=CC([#6])=[NH0]C(=[NH0]1)C([#7])=O,0.12
CNC(=O)O\N=C(/SC)C(=O)N(C)C,0.11
CNC(=O)O\N=C(\SC)C(=O)N(C)C,0.11
CCN(CC)CC(C)O,0.1
CN1C=NC=C1CC(N)C(O)=O,0.08
CN1C=NC=C1C[C@H](N)C(O)=O,0.07
CC1=C(CC(N)C(O)=O)N=CN1,0.07
CC1=CN=C2N=CN=CC2=N1,0.06
[#6]C1=C[NH0]=C2C=[NH0]C=[NH0]C2=[NH0]1,0.06
Cc(ccnc1)c1C,0.025
CC(C)OC(=O)C(C)(C)O,0.01
COC1OC(C(O)C(O)C1O)C(O)=O,0.01
CSCCC(NC(C)=O)C(O)=O,-0.026666667
CNC(=O)O\N=C(/C)C(C)S(C)(=O)=O,-0.03
CC(CO)OC(=O)C(C)=C,-0.04
OC(=O)CN1C=C(I)C(=O)C(I)=C1,-0.05
OC(=O)C1C[C@@H](O)[C@H](O)[C@H](O)C=1,-0.06
OC1CC(=CC(O)C1O)C(O)=O,-0.06
NCCCCCCNC(O)=O,-0.1
C1COC2(C1)CCCO2,-0.11
[#6]C1=[NH0]C=C2[NH0]=CC=[NH0]C2=[NH0]1,-0.12
CN(C)C(CSC(N)=O)CSC(N)=O,-0.14
CCCOC(=O)C(C)(C)O,-0.16
CC(C)OCCOC(C)=O,-0.17
CCS(=O)(=O)C(C)(CO)S(=O)(=O)CC,-0.17
NC(=O)CC[C@H](NC(=O)C[NH3+])C([O-])=O,-0.19
CC(=O)OCCCOC(C)=O,-0.2
CC(COC(C)=O)OC(C)=O,-0.2
C[C@@H](COC(C)=O)OC(C)=O,-0.2
CN(C)C1=CC=NC=C1,-0.21
OCC1=C(O)C=CC(Br)=C1,-0.21
Cc1cc(O)ccc1O,-0.21
[#6]N([#6])C1=CC=[NH0]C=C1,-0.21
CCOC(OCC)C(C)=O,-0.21
C[C@@H](C(O)=O)C(C)(C)C(O)=O,-0.22
CCOC(=O)CNC(=O)OCC,-0.24
OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,-0.24
OCC1=CC=CC(O)=C1,-0.27
Oc1c(CO)cccc1,-0.29
CC1=C(C=CC(O)=C1)S(O)(=O)=O,-0.29
Cc1nc(nccn2)c2cn1,-0.295
Cc1ncnc2c1nccn2,-0.295
OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)[C@@H](O)C=O,-0.32
OCC(O)C(O)C(O)C(O)C(O)C=O,-0.32
OC(=O)C1(O)CCCCC1,-0.33
CS(=O)(=O)NS(=O)(=O)C1CCCCC1,-0.33
CC1=CC=C(S(=O)(=O)NCl)C=C1,-0.36
CC(C)[C@H](NC(C)=O)C(O)=O,-0.36
CC(C)CC1OCCO1,-0.37
Cc1nc(ncnc2)c2nc1,-0.395
CC(C)C(CC(O)=O)C(O)=O,-0.41
CC(C)COC(=O)[C@@H](C)O,-0.41
CCCCOCC(C)O,-0.41
OC(=O)C1=C(Br)C(O)=C(O)C(O)=C1Br,-0.42
CCOCCC(=O)OCC,-0.42
COC(=O)CCCC(=O)OC,-0.43
NC(=O)N\N=C\[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,-0.43
CN1C(CCC1C(O)=O)C(O)=O,-0.44
CCOC(=O)N1C(=O)NC=C(F)C1=O,-0.45
CC(=C)C(=O)OCC1CO1,-0.45
CC(CC(C)C(O)=O)C(O)=O,-0.46
O=C(c1cccnc1)OC,-0.46
[#6]OC(=O)C1=CC=C[NH0]=C1,-0.46
CCOC(=O)[C@H](C)NC(=O)CCl,-0.46
CCOC(=O)C(C)NC(=O)CCl,-0.46
CC(=O)OC\C=C(/C)C=O,-0.46
[#6]C1=[NH0]C=[NH0]C2=[NH0]C=C[NH0]=C12,-0.47
OC1=CC=CC=CC1=O,-0.48
